<<<<<<< HEAD
,Website,Domain,Comments
1605,thepremiumnews,thepremiumnews.com,", fake news, "
1606,The Proud Liberal,theproudliberal.org,"questionable, "
1607,The Racket Report,theracketreport.com,"satire, fake, satire, I can't find disclaimers, but I think it's satirical "
1608,Real News Network,therealnews.com/t2,"left_center, "
1609,The Real Strategy,therealstrategy.com,"right, bias, conspiracy, hate, black lives matter content spews a lot of racist info"
1610,The Rebel,therebel.media,"right, "
1611,thereporterz,thereporterz.com,", fake, "
1612,The Rightists,therightists.com,"questionable, parody site, satire, publishes both biased and fake content"
1613,The Right Scoop,therightscoop.com,"right, fake, clickbait, no authors, no history, no about us, unverifiable data, etc."
1614,The Right Stuff,therightstuff.biz,"questionable, hate, "
1615,The Root,theroot.com,"left, "
1616,The Rundown Live,therundownlive.com/news,"pseudoscience, "
1617,The Science Post,thesciencepost.com,"satire, "
1618,The Seattle Tribune,theseattletribune.com,"satire, parody site, satire, "
1619,The Shovel,theshovel.com.au,"satire, satire, "
1620,The Skimm,theskimm.com,"least_biased, "
1621,theskunk,theskunk.org,", satire, "
1622,The Smoking Gun,thesmokinggun.com,"right_center, "
1623,The Spoof,thespoof.com,"satire, satire, "
1624,Toronto Star,thestar.com,"left_center, "
1625,thestatelyharold,thestatelyharold.com,", satire, "
1626,The Stranger,thestranger.com,"left_center, "
1627,The Sun,thesun.co.uk,"right, "
1628,The Sun Magazine,thesunmagazine.org,"left_center, "
1629,The Tab,thetab.com,"left_center, "
1630,thetimesoftheworld,thetimesoftheworld.com,", satire, "
1631,The Trumpet,thetrumpet.com,"pseudoscience, "
1632,The Trump Media,thetrumpmedia.com,"questionable, fake news, fake, "
1633,The Truth About Cancer,thetruthaboutcancer.com,"pseudoscience, junksci, "
1634,The Truth Division,thetruthdivision.com,"questionable, fake, bias, "
1635,The Truth Seeker,thetruthseeker.co.uk,"pseudoscience, fake, conspiracy, junksci, ex: NY orchestrated the asian tsunami in 2008!"
1636,thetruthwins,thetruthwins.com,", junksci, conspiracy, clickbait, "
1637,The Tyee,thetyee.ca,"left_center, "
1638,The Unreal Times,theunrealtimes.com,"satire, satire, "
1639,theusa-news,theusa-news.com,", fake news, fake, "
1640,theusaconservative,theusaconservative.com,", fake news, "
1641,The US Patriot,theuspatriot.com,"questionable, satire, fake, "
1642,US Political Post,theuspoliticalpost.com,"left, "
1643,thevalleyreport,thevalleyreport.com,", satire, "
1644,The Verge,theverge.com,"left_center, "
1645,The Walrus,thewalrus.ca,"left, "
1646,thewashingtonpress,thewashingtonpress.com,", imposter site, fake, "
1647,thewatchtowers,thewatchtowers.com,", bias, conspiracy, clickbait, "
1648,The Week,theweek.com,"left_center, "
1649,The West Australian,thewest.com.au,"right_center, "
1650,The Whim,thewhim.com,"least_biased, "
1651,Think Progress,thinkprogress.org,"left, political, "
1652,Third Way,thirdway.org,"least_biased, "
1653,This,this.org,"left, "
1654,The Zero Hour,thisisthezerohour.com,"left_center, "
1655,threepercenternation,threepercenternation.com,", fake, conspiracy, bias, "
1656,Thrive Movement,thrivemovement.com,"pseudoscience, "
1657,Time,time.com,"left_center, "
1658,The Times,times.com.mx,"satire, "
1659,times.com.mx,times.com.mx,", imposter site, fake, "
1660,Times-Colonist,timescolonist.com,"left_center, "
1661,Times of Israel,timesofisrael.com,"left_center, "
1662,Albany Times-Union,timesunion.com,"left_center, "
1663,Tell Me Now,tmn.today,"questionable, "
1664,tmzworldnews,tmzworldnews.com,", fake news, fake, "
1665,Today Dispatch,todaydispatch.com,"questionable, "
1666,To Inform is to Influence,toinformistoinfluence.com,"left_center, "
1667,Toledo Blade,toledoblade.com,"right_center, "
1668,TomDispatch.com,tomdispatch.com,"left_center, "
1669,tomwoods,tomwoods.com,", political, unrealiable, "
1670,topekasnews,topekasnews.com,", satire, "
1671,Topinfo Post,topinfopost.com,"pseudoscience, clickbait, unreliable, conspiracy, "
1672,Toronto Sun,torontosun.com,"right, "
1673,Towleroad,towleroad.com,"left, "
1674,Townhall,townhall.com,"right, "
1675,Transparency International,transparency.org,"least_biased, "
1676,Transpartisan Review,transpartisanreview.com,"least_biased, "
1677,Pittsburgh Tribune Review,triblive.com,"right_center, "
1678,Tribunist,tribunist.com,"right, "
1679,Ring of Fire,trofire.com,"left, "
1680,True Activist,trueactivist.com,"questionable, clickbait, unreliable, "
1681,trueamericans,trueamericans.me,", fake news, fake, "
1682,True Pundit,truepundit.com,"pseudoscience, bias, clickbait, "
1683,True Trumpers,truetrumpers.com,"questionable, fake news, fake, "
1684,Departed (Maganews.com),trumpers.online,"questionable, "
1685,trumpvision365,trumpvision365.com,", fake, "
1686,TruNews,trunews.com,"pseudoscience, "
1687,Truth Out,truth-out.org,"left, "
1688,Truth and Action,truthandaction.org,"questionable, bias, conspiracy, clickbait, "
1689,Truth Bang,truthbang.net,"satire, "
1690,Truth Be Told,truthbetold.news,"least_biased, "
1691,Truth Broadcasting Network,truthbroadcastnetwork.com,"pseudoscience, conspiracy, clickbait, "
1692,Truth Channel Politics,truthchannelpolitics.com,"pseudoscience, "
1693,Truthdig,truthdig.com,"left, "
1694,Truth Examiner,truthexaminer.com,"questionable, "
1695,TruthFeed,truthfeed.com,"questionable, hate, bias, conspiracy, "
1696,truthfrequencyradio,truthfrequencyradio.com,", conspiracy, "
1697,Truth In Media,truthinmedia.com,"right, "
1698,truthkings,truthkings.com,", bias, conspiracy, junksci, "
1699,Truth Monitor,truthmonitor.com,"questionable, "
1700,Truth Revolt,truthrevolt.org,"questionable, bias, hate, "
1701,Arizona Daily Star,tucson.com,"left_center, "
1702,Turkey and Facts (Dogruluk Payi),turkeyandfacts.com,"least_biased, "
1703,TVW Washington State,tvw.org,"least_biased, "
1704,Twitchy,twitchy.com,"right, clickbait, rumor, "
1705,Union of Concerned Scientists,ucsusa.org,"pro_science, "
1706,ufoholic,ufoholic.com,", conspiracy, "
1707,United Federation of Teachers (UFT),uft.org,"left_center, "
1708,Unbiased America,unbiasedamerica.com,"right, "
1709,Uncle Sam’s Misguided Children,unclesamsmisguidedchildren.com,"questionable, bias, "
1710,unconfirmedsources,unconfirmedsources.com,", satire, "
1711,Underground Health,undergroundhealth.com,"pseudoscience, "
1712,The Underground Report,undergroundnewsreport.com,"satire, "
1713,undergroundnewsreport,undergroundnewsreport.com,", fake news, fake, "
1714,undergroundworldnews,undergroundworldnews.com,", fake, conspiracy, bias, "
1715,Understand Reality Through Science,understandrealitythroughscience.blogspot.com,"pro_science, "
1716,Unicorn Riot,unicornriot.ninja,"left_center, "
1717,Manchester Union Leader,unionleader.com,"right, "
1718,unitedmediapublishing,unitedmediapublishing.com,", fake, "
1719,universepolitics,universepolitics.com,", fake news, fake, "
1720,University Business,universitybusiness.com,"left_center, "
1721,unz,unz.com,", bias, "
1722,United Press International (UPI),upi.com,"least_biased, "
1723,Uproxx,uproxx.com,"left, "
1724,Upworthy,upworthy.com,"left, "
1725,Urban Institute,urban.org,"left_center, "
1726,urbanimagemagazine,urbanimagemagazine.com,", some fake stories, "
1727,us.blastingnews,us.blastingnews.com,", satire, unreliable, "
1728,usa-radio,usa-radio.com,", fake news, fake, "
1729,usa-television,usa-television.com,", imposter site, fake, "
1730,usa2016elections,usa2016elections.com,", fake, no longer being updated"
1731,usadailyinfo,usadailyinfo.com,", fake news, fake, "
1732,usadailypolitics,usadailypolitics.com,", fake, "
1733,usadailypost.us,usadailypost.us,", fake news, "
1734,usadailytime,usadailytime.com,", fake news, fake, no satire disclaimer, http://usadailytime.com/breaking-mexico-closes-borders-usa-citizens/"
1735,usadosenews,usadosenews.com,", fake news, fake, "
1736,usafirstinformation,usafirstinformation.com,", fake news, fake, "
1737,USA Hitman,usahitman.com,"pseudoscience, fake, conspiracy, "
1738,usainfobox,usainfobox.com,", fake, can't find satire disclaimer, patently false"
1739,usamagazinestudio,usamagazinestudio.com,", fake, "
1740,usanews4u.us,usanews4u.us,", fake news, "
1741,USA Newsflash,usanewsflash.com,"questionable, fake, bias, clickbait, "
1742,usanewshome,usanewshome.com,", fake news, "
1743,usanewsinsider,usanewsinsider.com,", fake, bias, clickbait, "
1744,usanewspolitics,usanewspolitics.com,", fake, "
1745,USANewsToday,usanewstoday.com,"questionable, fake news, fake, "
1746,usaonlinepolitics,usaonlinepolitics.com,", fake, clickbait, no longer being updated"
1747,usaphase,usaphase.com,", fake, bias, "
1748,usapolitics24hrs,usapolitics24hrs.com,", fake news, fake, "
1749,USA Politics Now,usapoliticsnow.com,"questionable, fake news, fake, bias, "
1750,USA Politics Today,usapoliticstoday.com,"right, fake news, bias, unreliable, "
1751,usapoliticszone,usapoliticszone.com,", fake news, fake, "
1752,usasnich,usasnich.com,", fake news, fake, "
1753,USA Supreme,usasupreme.com,"questionable, fake, "
1754,USA Today,usatoday.com.co,"least_biased, fake, "
1755,usatodaynews,usatodaynews.me,", imposter site, fake, "
1756,usatwentyfour,usatwentyfour.com,", fake, "
1757,usawatchdog,usawatchdog.com,", bias, "
1758,usaworldbox,usaworldbox.com,", fake news, "
1759,U.S. Chronicle,uschronicle.com,"questionable, bias, conspiracy, hate, "
1760,usconservativetoday,usconservativetoday.com,", fake, "
1761,usdefensewatch,usdefensewatch.com,", unreliable, "
1762,usfanzone,usfanzone.com,", fake, bias, "
1763,ushealthyadvisor,ushealthyadvisor.com,", fake news, fake, conspiracy, junksci, "
1764,ushealthylife,ushealthylife.com,", fake news, fake, "
1765,U.S. Herald,usherald.com,"questionable, fake news, bias, conspiracy, fake, "
1766,usinfonews,usinfonews.com,", fake news, fake, "
1767,uslifetoday,uslifetoday.com,", clickbait, doesn't appear to be currently updated"
1768,US News World Report,usnews.com,"left_center, "
1769,US Politics Info,uspoliticsinfo.com,"right, "
1770,uspoliticslive,uspoliticslive.com,", fake, bias, conspiracy, "
1771,USPOLN,uspoln.com,"satire, fake news, fake, "
1772,US Postman,uspostman.com,"questionable, fake news, fake, "
1773,US Uncut,usuncut.com,"left, clickbait, bias, unreliable, "
1774,usviewer,usviewer.com,", unreliable, fake, basically copy/pastes parts of actual reuters stories, no authors listed or publication info"
1775,Vaccines.news,vaccines.news,"pseudoscience, "
1776,Red River Valley News,valleynewslive.com,"right_center, "
1777,Vancouver Sun,vancouversun.com,"left_center, "
1778,Vanity Fair,vanityfair.com,"left, "
1779,VDARE,vdare.com,"questionable, bias, hate, "
1780,Vessel News,vesselnews.io,"right, "
1781,veteransnewsnow,veteransnewsnow.com,", unreliable, political, I read sample articles and didn't find inaccuracy, but the language is strong/loaded"
1782,Veterans Today,veteranstoday.com,"pseudoscience, bias, unreliable, "
1783,Vice News,vice.com,"left_center, "
1784,Vidmax,vidmax.com,"questionable, "
1785,Vigilant Citizen,vigilantcitizen.com,"pseudoscience, fake, conspiracy, "
1786,The Village Voice,villagevoice.com,"left, "
1787,viralactions,viralactions.com,", fake news, fake, "
1788,Viral Cords,viralcords.com,"satire, "
1789,Viral Devil,viraldevil.com,"satire, "
1790,Viral Liberty,viralliberty.com,"questionable, fake, bias, clickbait, "
1791,viraltube,viraltube.nl,", clickbait, "
1792,Voice of America,voanews.com,"least_biased, "
1793,Vocativ,vocativ.com,"least_biased, "
1794,Voice of America TV (voiceofamericatv.com),voiceofamericatv.com,"pseudoscience, "
1795,Voice of San Diego,voiceofsandiego.org,"least_biased, "
1796,VoteVets.org,votevets.org,"left_center, "
1797,Vox,vox.com,"left, "
1798,voxtribune,voxtribune.com,", fake news, fake, "
1799,wakeupthesheep,wakeupthesheep.com,", conspiracy, "
1800,The Waking Times,wakingtimes.com,"pseudoscience, junksci, "
1801,wakingupwisconsin,wakingupwisconsin.com,", conspiracy, "
1802,Walk With Her,walkwithher.com,"questionable, "
1803,Wall Street on Parade,wallstreetonparade.com,"left_center, unreliable, mostly linking/commenting on both news and other sources."
1804,War on the Rocks,warontherocks.com,"least_biased, "
1805,Washington Blade,washingtonblade.com,"left_center, "
1806,washingtonevening,washingtonevening.com,", imposter site, "
1807,Washington Examiner,washingtonexaminer.com,"right_center, political, unreliable, "
1808,The Washington Feed,washingtonfeed.com,"questionable, fake news, "
1809,Washington Monthly,washingtonmonthly.com,"left, "
1810,Washington Post,washingtonpost.com,"left_center, owned by Jeff Bezos"
1811,washingtonsblog,washingtonsblog.com,", bias, conspiracy, satire, Site notes it sometimes contains parody"
1812,Washington Times,washingtontimes.com,"right_center, "
1813,Watchdog.org,watchdog.org,"right_center, "
1814,The Watchers,watchers.news,"pro_science, "
1815,Waterford Whispers News,waterfordwhispersnews.com,"satire, satire, "
1816,Watts Up with That,wattsupwiththat.com,"pseudoscience, "
1817,We Are Change,wearechange.org,"pseudoscience, bias, conspiracy, "
1818,We Are The Mighty,wearethemighty.com,"least_biased, "
1819,Weasel Zippers,weaselzippers.us,"right, unreliable, bias, copies/pastes quotes/bits from news orgs and other questionable sites"
1820,Web Daily,webdaily.com,"questionable, fake, conspiracy, bias, "
1821,WebMD,webmd.com,"pro_science, "
1822,weconservative,weconservative.com,", fake news, "
1823,Weekly Standard,weeklystandard.com,"right, political, bias, "
1824,weeklyworldnews,weeklyworldnews.com,", fake, rumor, clickbait, pretty well known tabloid/fake news source"
1825,Wellness Achiever,wellnessachiever.net,"pseudoscience, "
1826,welovenative,welovenative.com,", some fake stories, "
1827,weshapelife,weshapelife.org,", conspiracy, junksci, "
1828,Western Journalism,westernjournalism.com,"right, bias, clickbait, "
1829,Tea Party News (TPNN),westernjournalism.com/thepoint,"right, "
1830,WGN News,wgntv.com,"left_center, "
1831,Whale.to,whale.to,"pseudoscience, "
1832,WhatDoesItMean,whatdoesitmean.com,"pseudoscience, conspiracy, "
1833,whatreallyhappened,whatreallyhappened.com,", conspiracy, rumor, "
1834,1600 Daily,whitehouse.gov/1600daily,"right, "
1835,whitepower,whitepower.com,", hate, conspiracy, bias, "
1836,World Health Organization,who.int/en,"pro_science, "
1837,whowhatwhy,whowhatwhy.org,", conspiracy, 9/11 = FBI coverup"
1838,Why Don’t You Try This,whydontyoutrythis.com,"pseudoscience, junksci, rumor, "
1839,Wikipedia,wikipedia.org,"least_biased, "
1840,Wikispooks,wikispooks.com,"pseudoscience, conspiracy, "
1841,williambanzai7.blogspot,williambanzai7.blogspot.com,", satire, "
1842,willyloman.wordpress,willyloman.wordpress.com,", conspiracy, "
1843,Woodrow Wilson International Center for Scholars,wilsoncenter.org,"least_biased, "
1844,Windsor Star,windsorstar.com,"left_center, "
1845,winkprogress,winkprogress.com,", satire, "
1846,Winning Democrats,winningdemocrats.com,"questionable, bias, unreliable, "
1847,Wired Magazine,wired.com,"left_center, "
1848,witscience,witscience.org,", satire, "
1849,Wyoming Institute of Technology (WIT),witscience.org,"satire, "
1850,World News,wn.com,"least_biased, "
1851,wnd,wnd.com,", bias, clickbait, unreliable, "
1852,WNYC,wnyc.org,"left_center, "
1853,wolfstreet,wolfstreet.com,", unreliable, "
1854,Wonkette,wonkette.com,"left, "
1855,wonkie,wonkie.com,", satire, "
1856,World Magazine,world.wng.org,"right, "
1857,World Affairs Journal,worldaffairsjournal.org,"left_center, "
1858,World News Daily,worldnewsdailyreport.com,"satire, "
1859,worldnewsdailyreport,worldnewsdailyreport.com,", parody site, satire, "
1860,World News Politics,worldnewspolitics.com,"questionable, bias, "
1861,worldpoliticsnow,worldpoliticsnow.com,", fake news, fake, "
1862,World Politics Review,worldpoliticsreview.com,"least_biased, "
1863,worldpoliticsus,worldpoliticsus.com,", fake, website down"
1864,World Politicus,worldpoliticus.com,"questionable, "
1865,World Press Review,worldpress.org,"least_biased, "
1866,worldrumor,worldrumor.com,", fake, no longer being updated?"
1867,Socialist Standard,worldsocialism.org/spgb,"left, "
1868,World Socialist Web Site,worldsocialistwebsite.com,"left, "
